Time_s,Ground_Truth,Classical_Output,Quantum_Output
0.049,0.736919245385084,0.734467773212996,0.493958377321549
0.05,0.706107373853764,0.701921354652415,0.853596671911508
0.051,0.675978579581009,0.651201516941516,0.702825640981171
0.052,0.646701743528847,0.616909104655076,0.635629489560864
0.053,0.618436274235028,0.639007262791523,0.488859159308072
0.054,0.59133120887904,0.623478465033531,0.470839237187733
0.055,0.56552437784413,0.547855271291334,0.568756104146278
0.056,0.541141637511212,0.534637564966899,0.390836183515269
0.057,0.518296175628289,0.502550120553786,0.484836868096552
0.058,0.497087893182199,0.49819786082744,0.593245801290486
0.059,0.477602866260306,0.445202792217421,0.377560742336732
0.06,0.459912890930809,0.447063127818199,0.471928797267636
0.061,0.444075113694221,0.499286362605719,0.332312913785451
0.062,0.430131749567957,0.294663310879863,0.417407071447418
0.063,0.418109889363687,0.398074577190138,0.47977951251592
0.064,0.408021397206015,0.331777038929435,0.482986696947831
0.065,0.399862898824024,0.427310391959935,0.260100902525516
0.066,0.393615860627227,0.447541312737161,0.479420488052396
0.067,0.389246759057511,0.449288052097619,0.414754100931581
0.068,0.386707339191556,0.405654767972926,0.264391701318049
0.069,0.385934961057085,0.430817098457666,0.507498775374754
0.07,0.38685303162394,0.394213064036916,0.415298124123528
0.071,0.389371519940252,0.453893525693384,0.44926210684515
0.072,0.393387552407737,0.266305887618244,0.464856660135244
0.073,0.398786084731035,0.309152232137513,0.219232934782645
0.074,0.405440646636689,0.376652666166319,0.340644882937352
0.075,0.413214155040311,0.436609819127125,0.296654744357551
0.076,0.421959790948041,0.473867797101385,0.496580057248649
0.077,0.431521935012908,0.499521194623949,0.446596815440324
0.078,0.441737156330089,0.350181452200338,0.347231633299872
0.079,0.452435248749371,0.514473499399504,0.39413993402238
0.08,0.463440308710046,0.555982415603614,0.482326998389928
0.081,0.474571848364492,0.476378920380316,0.200294900719676
0.082,0.485645937553389,0.41574042085974,0.516088733450477
0.083,0.496476368028703,0.647050488531723,0.544099254661639
0.084,0.5068758331916,0.463958511189409,0.68078293585305
0.085,0.516657116521699,0.544600048561359,0.732574510804305
0.086,0.525634281822276,0.507356186883423,0.604915853748281
0.087,0.533623858393443,0.540071847104851,0.463857764459374
0.088,0.540446014271936,0.633596579108861,0.607875930212974
0.089,0.545925710741934,0.509582248650505,0.619014003356979
0.09,0.549893831425805,0.604863696290784,0.461541135655957
0.091,0.552188279406364,0.635991892402317,0.675186071239854
0.092,0.552655036012157,0.590594284852701,0.342749786889453
0.093,0.551149175113668,0.586932340318135,0.466192998906856
0.094,0.547535827029678,0.609919499496936,0.431253495769581
0.095,0.541691086428126,0.523718695146159,0.516360613771921
0.096,0.533502858922896,0.522463496715489,0.563977056066717
0.097,0.52287164141534,0.498416481025899,0.677289529170632
0.098,0.509711231604945,0.56289088238589,0.570658495947948
0.099,0.493949362495357,0.537564870027941,0.422802671922045
0.1,0.475528258147577,0.520076852437086,0.731916875615251
0.101,0.454405107379209,0.378844319738353,0.349364730168408
0.102,0.430552452574621,0.39938720780748,0.47065405531997
0.103,0.403958491253072,0.366645282374903,0.484646668619871
0.104,0.374627288537604,0.296124894392095,0.449153455287656
0.105,0.342578899173905,0.331244104309349,0.410709850936664
0.106,0.307849398262601,0.294770280708924,0.269644286913596
0.107,0.270490820387554,0.307923367990464,0.180257518177533
0.108,0.230571007343833,0.27753404022325,0.0908067133733957
0.109,0.188173365189077,0.141244769113269,0.241687535815047
0.11,0.143396531858063,0.155564636370767,0.148721142260062
0.111,0.0963539570894714,0.077578311239258,0.193391637247995
0.112,0.0471733969132283,0.0660133027299799,-0.0533152548517191
0.113,-0.00400367456647066,0.0656591662284044,-0.118073968057611
0.114,-0.0570227328859856,-0.120115987559571,-0.0184980371208919
0.115,-0.111716946775202,-0.11050893737297,-0.234362252839533
0.116,-0.167907993456365,-0.141233211537636,-0.106221364068636
0.117,-0.225406941186993,-0.309161167424746,-0.298655569208116
0.118,-0.284015194161117,-0.227785727999355,-0.307896792887769
0.119,-0.343525494526665,-0.326665300550358,-0.43076335849801
0.12,-0.403722975950134,-0.281667128779153,-0.528873353955185
0.121,-0.464386262864458,-0.421276270752524,-0.498626179568392
0.122,-0.525288609273999,-0.484810563133685,-0.586687493945587
0.123,-0.586199070763273,-0.508205689376158,-0.647968708519416
0.124,-0.646883703164722,-0.661799128127709,-0.64043264425804
0.125,-0.707106781186547,-0.648020054487597,-0.711817257434108
0.126,-0.766632030185378,-0.772942266731663,-0.764118410613954
0.127,-0.825223864190838,-0.794714415610518,-0.783136910566321
0.128,-0.88264862325048,-0.873945469672808,-0.803320784216794
0.129,-0.938675803164208,-0.951931349320823,-1.03444130604348
0.13,-0.993079270717286,-1.04223464920114,-1.00880390022981
0.131,-1.04563845760003,-1.04504088965793,-1.06743346550255
0.132,-1.0961395263199,-1.0898771193306,-1.11716546458322
0.133,-1.14437650156732,-1.14161167894971,-1.18262874654629
0.134,-1.19015236068921,-1.18828074375209,-1.18570827264918
0.135,-1.23328007715271,-1.24320552143507,-1.27900702472605
0.136,-1.27358361114511,-1.24375695675211,-1.36824349421264
0.137,-1.31089884175229,-1.27245792436938,-1.19588295420665
0.138,-1.34507443548616,-1.30152063217329,-1.30443129643716
0.139,-1.37597264628899,-1.37612429702784,-1.3141091083689
0.14,-1.40347004252816,-1.42800737907405,-1.43732418221424
0.141,-1.42745815690525,-1.34611336316496,-1.43282161632894
0.142,-1.44784405563732,-1.45551315583891,-1.40475635437092
0.143,-1.46455082372284,-1.48493240592161,-1.3933231340836
0.144,-1.47751796357701,-1.51443073916151,-1.49363388824958
0.145,-1.48670170480927,-1.49226653072794,-1.61354438144922
0.146,-1.49207522341639,-1.4886555697121,-1.34397965354637
0.147,-1.49362876917467,-1.5127186776259,-1.60510623992367
0.148,-1.49136970053221,-1.49520049233872,-1.39845671262621
0.149,-1.48532242682307,-1.54592258463837,-1.47570044848132
0.15,-1.47552825814758,-1.50735748814573,-1.5223016963374
0.151,-1.46204516378296,-1.51747205632584,-1.42166752244828
0.152,-1.4449474405039,-1.44212985289146,-1.51293600630933
0.153,-1.42432529269991,-1.37764905270132,-1.30180365126229
0.154,-1.40028432667307,-1.42791692919019,-1.37030744651217
0.155,-1.37294496198303,-1.41700191693326,-1.37483932649251
0.156,-1.34244176317264,-1.39402536327061,-1.46936112283856
0.157,-1.30892269565587,-1.28048972005083,-1.31449027636733
0.158,-1.27254830997593,-1.25968641546968,-1.23180922740861
0.159,-1.23349085904408,-1.22517345823171,-1.32175258982777
0.16,-1.19193335334601,-1.13451039397145,-1.4034958008547
0.161,-1.14806855945087,-1.22255326835208,-1.13527138417447
0.162,-1.10209794747551,-1.03268447711517,-1.05068446003486
0.163,-1.05423059344264,-1.13240766342267,-1.03861155055962
0.164,-1.00468204272322,-0.952025903702285,-0.881296870500784
0.165,-0.95367314097052,-0.941178984960473,-0.903131191323741
0.166,-0.901428839133748,-0.927048543701739,-1.01712888336084
0.167,-0.848176979282275,-0.814379240583775,-0.858159414348015
0.168,-0.794147068076407,-0.748379860362076,-0.714461361781343
0.169,-0.739569044786923,-0.75104853106989,-0.637879977495595
0.17,-0.68467205079252,-0.639932051268909,-0.778851209347268
0.171,-0.629683207472085,-0.544547891905577,-0.639418847522724
0.172,-0.574826409357187,-0.51885403322346,-0.606668357217405
0.173,-0.520321139319716,-0.449025170889381,-0.473763225590613
0.174,-0.466381312440763,-0.508694040908546,-0.456624615192315
0.175,-0.41321415504031,-0.468075394560794,-0.384987075466949
0.176,-0.361019125143967,-0.450022834087641,-0.318337275831029
0.177,-0.309986880424228,-0.260126260580952,-0.471438021382858
0.178,-0.260298299380639,-0.298808163302806,-0.466072176163193
0.179,-0.212123561217539,-0.254644750868183,-0.264572820373027
0.18,-0.165621289541466,-0.222966934701336,-0.0704381535593068
0.181,-0.120937764634654,-0.130266362210575,0.0172378210676183
0.182,-0.0782062086685386,-0.101973520654047,0.0766452305515407
0.183,-0.0375461478039399,-0.0247482767660432,0.0174172444004379
0.184,0.000937145314921617,-0.0500794786075638,0.0251809110317868
0.185,0.0371531256247973,0.0228327964565463,0.00255108940257754
0.186,0.0710263636949312,0.0795417087410391,0.140222148062106
0.187,0.102496845685513,0.184036606505035,0.114699146506867
0.188,0.131520183635617,0.193334829709931,0.378506735489821
0.189,0.158067735014713,0.143008649477897,0.0726761052932389
0.19,0.182126630989397,0.261147004609666,0.14081840747261
0.191,0.203699713377407,0.255052194908878,0.0165034742782895
0.192,0.222805380781578,0.182204762314648,0.148389309215276
0.193,0.239477344913916,0.21125020970972,0.267289536468672
0.194,0.253764298631752,0.241506985548575,0.0842467518345547
0.195,0.265729497710776,0.338769521053092,0.418964967772482
0.196,0.275450258871134,0.26333732471018,0.227182739208774
0.197,0.283017377049538,0.348750678865084,0.199151531022286
0.198,0.288534465370111,0.285102834333313,0.155237548984447
0.199,0.292117221706594,0.397247245643739,0.180639983624929
0.2,0.293892626146237,0.377143006718622,0.156719143717642
0.201,0.293998074058777,0.200835617106669,0.273211680356063
0.202,0.292580449840057,0.338108586710669,0.377489229975468
0.203,0.289795146737115,0.266261813029306,0.427173710085783
0.204,0.285805038467909,0.206803233103477,0.335035283549974
0.205,0.280779408622658,0.247789028037729,0.108586016247012
0.206,0.274892844073362,0.337168736804116,0.308951886635286
0.207,0.26832409882215,0.246004635658736,0.302787125130835
0.208,0.261254934886523,0.330209440116506,0.374703618130865
0.209,0.253868946949345,0.270987621481002,0.364940258690663
0.21,0.246350377592796,0.275421818640098,0.0285499244739032
0.211,0.238882929988088,0.173819842395632,0.179042957242472
0.212,0.231648584926016,0.182251729191307,0.317319619881904
0.213,0.224826429047522,0.212126468739601,-0.0577989237359004
0.214,0.218591501068432,0.20647947621411,0.16951071571504
0.215,0.213113662688689,0.204570170646919,0.159057308967186
0.216,0.208556500734581,0.265294571863562,0.136318431188984
0.217,0.205076266903069,0.168014361233998,0.0963838374715239
0.218,0.202820861261871,0.235409455315072,0.0200889059808249
0.219,0.201928865408177,0.146716907733139,0.0582365598762416
0.22,0.202528630904579,0.148027001997216,0.090160782331609
0.221,0.204737428294384,0.215632169165342,0.243777100611523
0.222,0.208660661651864,0.306857719656658,0.290646503063359
0.223,0.21439115324802,0.259910086267759,0.149263097264197
0.224,0.222008502511459,0.118056723968786,0.311879961129252
0.225,0.231578523038971,0.198899845878064,0.247341142879053
0.226,0.243152760964074,0.204897838460757,0.423317510610624
0.227,0.256768097526526,0.19541298345521,0.439168061594979
0.228,0.272446438204203,0.338248564495564,0.331314805800036
0.229,0.290194490273782,0.291700886768181,0.23070728947528
0.23,0.310003630160811,0.233136999671197,0.286960869294401
0.231,0.331849861426236,0.348330131250146,0.29458276191545
0.232,0.355693863717918,0.342354522760327,0.251721749016813
0.233,0.381481132495256,0.332066311780222,0.498253620553454
0.234,0.409142208815558,0.434021005995629,0.265157928769856
0.235,0.438592997955359,0.394526534776676,0.313321816206134
0.236,0.469735175131257,0.469919219026581,0.42607808109668
0.237,0.502456676086075,0.46700275839628,0.447638384598913
0.238,0.536632269819943,0.450345889697485,0.491646944732062
0.239,0.572124210275139,0.544091159453182,0.509372642854934
0.24,0.608782963330809,0.599475578504657,0.519808412750832
0.241,0.646448005031592,0.667984941885235,0.669168967936769
0.242,0.684948686565252,0.718015793902436,0.723733112495323
0.243,0.724105161120867,0.700097479132702,0.784316941925135
0.244,0.763729367403222,0.774524713841976,0.763222766169782
0.245,0.803626064252798,0.784240388948374,0.896433867946399
0.246,0.84359391052596,0.84954931729191,0.982857592005424
0.247,0.883426584128389,0.814622574216484,0.834791575745592
0.248,0.922913933867892,0.951265031531421,1.13063606005328
0.249,0.961843157601765,0.956619738929027,1.02009970417765
0.25,1,0.99230189087073,1.14148734351718
0.251,1.0371699631297,1.07489631350925,1.0334707967284
0.252,1.07313952298865,1.01650344700366,1.2889044193862
0.253,1.10769734507777,1.14740570700606,1.14741566511028
0.254,1.14063549210299,1.08820314643356,1.14128329657248
0.255,1.17175061693748,1.18792454266867,0.999964938893258
0.256,1.20084513405415,1.1899748816989,1.28480811364044
0.257,1.22772836275663,1.20532377740119,1.26083541950446
0.258,1.25221763569201,1.28551443644799,1.19039016808002
0.259,1.27413936632229,1.32537892677834,1.22947636114256
0.26,1.2933300692595,1.32062642121863,1.30188430746476
0.261,1.30963732763331,1.32070783270569,1.44011993918218
0.262,1.32292070195656,1.31703142400455,1.3703710739777
0.263,1.33305257528189,1.24174595996696,1.26886529256578
0.264,1.33991892980078,1.2813783855753,1.42463519895855
0.265,1.34342005042138,1.39826064464599,1.40201879319194
0.266,1.34347115127217,1.33910285869362,1.30918378775207
0.267,1.34000292151263,1.33216424150732,1.54308686878898
0.268,1.33296198728611,1.33467771087275,1.34246168225739
0.269,1.32231128712289,1.33280429140416,1.34354917641702
0.27,1.30803035858908,1.30171331512488,1.28113152465346
0.271,1.2901155344776,1.32866780200551,1.37748680460305
0.272,1.26858004734737,1.2505342462863,1.18332887987447
0.273,1.24345404173439,1.1830424110999,1.08845351077748
0.274,1.21478449387875,1.24647481393734,1.12662556615288
0.275,1.18263503933412,1.26251478578118,1.09979125273471
0.276,1.14708570934592,1.12299922238359,1.07895743367931
0.277,1.10823257739928,1.15688049590906,1.21457645820379
0.278,1.06618731784552,1.0591296141003,1.03752004144425
0.279,1.02107667901157,1.02310849927021,1.07924747585401
0.28,0.973041873680368,0.995092318675009,1.11481483115561
0.281,0.922237890296082,0.898398718536904,0.942368114146786
0.282,0.868832728696121,0.899597548678834,0.878493090141007
0.283,0.813006564597673,0.787523255471404,0.82947628920208
0.284,0.754950847468848,0.740322692066619,0.797907220174615
0.285,0.694867336790403,0.709313348330951,0.96148846454838
0.286,0.632967082061714,0.725284659684318,0.645277340555559
0.287,0.569469352222037,0.573601875541814,0.417702663611488
0.288,0.50460052044334,0.460078202227837,0.505912644724233
0.289,0.438592910502496,0.502235183835013,0.527965624474728
0.29,0.371683611157102,0.368112740110423,0.324305821978772
0.291,0.304113265129115,0.345860776431339,0.156699987855988
0.292,0.236124839443188,0.218413563428207,0.253576332442546
0.293,0.167962383970938,0.152293092282337,0.210572815029792
0.294,0.0998697850980882,0.0509380154803016,-0.125946446455485
0.295,0.0320895214578058,0.0736600257048507,0.0762975564712023
0.296,-0.0351385713392975,-0.0106159780073023,0.66957514575032
0.297,-0.101578520100085,-0.154570099923696,-0.0297360088619302
0.298,-0.16699941078143,-0.197917017578249,-0.115132012702716
0.299,-0.231176555902518,-0.204213593305548,-0.244576398444081
0.3,-0.293892626146236,-0.335123856922902,-0.337492656299722
0.301,-0.354938739862849,-0.32133262053638,-0.38906152119412
0.302,-0.414115504428736,-0.495994823849076,-0.496779910103196
0.303,-0.471234003686565,-0.42848371149644,-0.478600388494863
0.304,-0.526116725999741,-0.547723694245121,0.32171375896243
0.305,-0.578598427791236,-0.596575643875503,-0.436146631137811
0.306,-0.6285269278032,-0.57432217416095,-0.610267148672099
0.307,-0.675763827707001,-0.712688315516833,-0.592790591247657
0.308,-0.720185155111287,-0.773266767021412,-0.781848300672373
0.309,-0.761681925455866,-0.683043650855191,-0.678916549241866
0.31,-0.800160619739291,-0.840226434468591,-0.633527656304337
0.311,-0.835543575505295,-0.803930620645239,-0.90605550021536
0.312,-0.867769289004972,-0.834346242449807,-0.89886366368489
0.313,-0.896792626955074,-0.878735229706576,-0.981711992672257
0.314,-0.922584946825076,-0.897557121619789,-0.982836460557593
0.315,-0.945134125103892,-0.970179671705044,-0.948827023890521
0.316,-0.964444493518353,-0.914934540224342,-0.796529104782829
0.317,-0.980536683696803,-0.937044839812749,-0.976426698473198
0.318,-0.993447381289455,-0.972101367069722,-0.90549827843985
0.319,-1.00322899106961,-1.09942098755396,-0.973459434550707
0.32,-1.00994921504348,-1.03855236489657,-1.03918174524907
0.321,-1.01369054608841,-1.03985495006735,-1.14550245017839
0.322,-1.01454968011674,-0.945616713174636,-0.969234722579442
0.323,-1.01263685022308,-0.959117645045479,-0.880899091192325
0.324,-1.00807508671341,-1.02476766429632,-1.00572262011109
0.325,-1.00099940733278,-0.922468267392242,-0.934827954598828
0.326,-0.991555942402059,-0.978857178703092,-0.997058401462513
0.327,-0.979900999941203,-0.944779799445341,-0.890547763393723
0.328,-0.966200076194391,-1.07367228972332,-0.941614497807363
0.329,-0.950626817279294,-0.978337563726536,-0.822815599385736
0.33,-0.933361937957374,-0.967090154275536,-0.927842047998219
0.331,-0.9145921037622,-0.91782744204157,-0.861525792227162
0.332,-0.894508782927622,-0.874959521191903,-0.996313078464943
0.333,-0.873307074725613,-0.865957961868843,-0.954921424569261
0.334,-0.851184520953979,-0.897263416268307,-1.01381328553399
0.335,-0.828339907406215,-0.739430626947839,-0.913122617828553
0.336,-0.804972062208816,-0.765993527109579,-0.778631179375207
0.337,-0.781278657925319,-0.753183898637615,-0.855189732004023
0.338,-0.757455024300992,-0.691163187074169,-0.8544316951818
0.339,-0.733692978457583,-0.743177386246046,-0.621058306607435
0.34,-0.710179679244296,-0.708288938438072,-0.775588025812497
0.341,-0.687096512309808,-0.607721956232457,-0.71427637129667
0.342,-0.664618012281328,-0.595903452998663,-0.777868608638814
0.343,-0.642910828221622,-0.715559831478797,-0.633272518127223
0.344,-0.622132738284735,-0.514820122100064,-0.52704792283725
0.345,-0.602431719207243,-0.583361858264136,-0.712419053035178
0.346,-0.583945075955886,-0.606121011996863,-0.503157980851877
0.347,-0.566798636506253,-0.576230504617105,-0.590762917647119
0.348,-0.551106016352639,-0.574105510661642,-0.618696044102661
0.349,-0.536967956948503,-0.564074803653285,-0.458251089176836
0.35,-0.524471741852423,-0.469826523259578,-0.531167489061308
0.351,-0.513690693908394,-0.418744910605746,-0.642947672647948
0.352,-0.504683756324338,-0.439855404441721,-0.525148651582747
0.353,-0.497495160031494,-0.465945353334305,-0.500038035210183
0.354,-0.49215417921257,-0.447948242520903,-0.65780779503597
0.355,-0.488674976381002,-0.529635809127939,-0.578061418096995
0.356,-0.487056537880363,-0.404833675764334,-0.51205260689714
0.357,-0.487282700154651,-0.402452814346625,-0.566082166387067
0.358,-0.489322266619943,-0.553932227217179,-0.493617966935898
0.359,-0.493129214448637,-0.527764506383591,-0.572292377289321
0.36,-0.498642990062144,-0.418557977659711,-0.433201200104642
0.361,-0.505788891619462,-0.509633963072449,-0.53991601324815
0.362,-0.514478536290345,-0.527081052640143,-0.461403104394041
0.363,-0.524610409615672,-0.635379126092644,-0.59835034742825
0.364,-0.536070493786932,-0.533740370488726,-0.372945438175434
0.365,-0.548732971224024,-0.571043570247933,-0.585355927079999
0.366,-0.562460999398513,-0.58591720135424,-0.58828660949088
0.367,-0.577107552440564,-0.649987854449565,-0.618259280758518
0.368,-0.592516324684135,-0.563651292303104,-0.641056603122775
0.369,-0.608522690949095,-0.463516917053973,-0.511581104486858
0.37,-0.624954718032607,-0.649229188330124,-0.69390388123295
0.371,-0.641634221587173,-0.64169335256981,-0.695403014102981
0.372,-0.658377862301099,-0.63459243310677,-0.627562277669037
0.373,-0.67499827507008,-0.707236683273544,-0.666834258663246
0.374,-0.691305224657446,-0.659262362834532,-0.482756470718402
0.375,-0.707106781186548,-0.701696264651273,-0.756926122431412
0.376,-0.722210508692654,-0.747293771447308,-0.867455798500431
0.377,-0.73642465988403,-0.735094285846823,-0.53629840110378
0.378,-0.74955937022338,-0.711014036809409,-0.788790984933736
0.379,-0.761427844441493,-0.803880750254481,-0.836332425396989
0.38,-0.771847528634813,-0.760574372941857,-0.929761540536196
0.381,-0.780641261177597,-0.772933182252437,-0.877074400051073
0.382,-0.787638395796877,-0.824530864069853,-0.725730548293067
0.383,-0.792675890313751,-0.726090193190543,-0.782408232322421
0.384,-0.795599354747065,-0.854342267740227,-0.633950488309029
0.385,-0.79626405270389,-0.755132447802295,-0.850522706664821
0.386,-0.79453585024416,-0.83561000891257,-0.713387006512416
0.387,-0.79029210670309,-0.796809305055954,-0.619710511426529
0.388,-0.783422502282584,-0.724904263474535,-0.710228366644697
0.389,-0.773829797580055,-0.755731712647875,-0.762386452763076
0.39,-0.761430520607958,-0.84990831801746,-0.793208205552046
0.391,-0.746155577267536,-0.782654770885467,-0.741411975761774
0.392,-0.727950781673544,-0.769069198400324,-0.716445560066001
0.393,-0.706777303180638,-0.74901581083779,-0.746903907897841
0.394,-0.68261202743405,-0.65746842050669,-0.784790718223786
0.395,-0.655447829254366,-0.641530727195816,-0.677678543482489
0.396,-0.625293755666212,-0.687423597847872,-0.643917239228524
0.397,-0.592175117890101,-0.420453030590191,-0.553243553963283
0.398,-0.556133491633247,-0.545892129783537,-0.683261800180855
0.399,-0.517226625535466,-0.606175904343591,-0.599220633701513
0.4,-0.475528258147577,-0.480644717615658,-0.613453728609397
0.401,-0.431127844339099,-0.456999395104401,-0.338720660189124
0.402,-0.384130192546318,-0.420584924309908,-0.376243223605446
0.403,-0.334655014778311,-0.3733773710921,-0.271596582273977
0.404,-0.282836391794287,-0.214101786903988,-0.114131583120156
0.405,-0.228822156347663,-0.206038136095792,-0.126664512200943
0.406,-0.172773197858228,-0.168968145116209,-0.182414075402426
0.407,-0.114862692320583,-0.116697259890259,-0.19069753587427
0.408,-0.0552752616824479,-0.0487152529057801,0.166946946828926
0.409,0.00579393267209555,-0.0103784693626883,0.00583328456946003
0.41,0.0681401573240917,0.0211233736942438,-0.0542276755075587
0.411,0.131550129748651,0.0435749533807615,0.256724209071893
0.412,0.195803091097422,0.207960712182744,0.0830995402649056
0.413,0.26067192287612,0.243861267898821,0.178081432514025
0.414,0.32592430130787,0.285576044922276,0.251520355975703
0.415,0.391323882957397,0.381166504230559,0.375571349053229
0.416,0.456631515011832,0.481954805644192,0.532707358254191
0.417,0.521606463472037,0.525733895245482,0.388262167010839
0.418,0.586007652404601,0.6255352510905,0.624558564034654
0.419,0.649594907339768,0.683457092332373,0.611029334874234
0.42,0.712130195874899,0.754812106670768,0.545390481257397
0.421,0.773378858556579,0.786174780233978,0.752761042096661
0.422,0.83311082316729,0.798312800893917,0.847386541820805
0.423,0.891101795634394,1.00172978350502,1.07918325783778
0.424,0.947134420909334,1.03492142259092,0.923902860623942
0.425,1.00099940733278,0.943359701297415,1.15417193447969
0.426,1.05249660820613,1.0653584086447,1.227564053018
0.427,1.10143605452988,1.01500569402257,1.08295239066873
0.428,1.14763893314384,1.20984351589804,1.28674629643421
0.429,1.19093850481113,1.19688771985861,1.25739911200112
0.43,1.23118095712595,1.18569791360281,1.20684618728894
0.431,1.26822618749204,1.12630815103816,1.28341635331131
0.432,1.30194851181247,1.19289413630476,1.280826152674
0.433,1.33223729495038,1.44177691978266,1.34670353136432
0.434,1.3589974994605,1.27267765816819,1.29593172353001
0.435,1.38215014955271,1.42353810725099,1.40389552687565
0.436,1.40163270772602,1.36949100447308,1.40473232792226
0.437,1.41739936200428,1.43865824823535,1.55885575876137
0.438,1.42942122220855,1.48843867077596,1.34842249716323
0.439,1.43768642421423,1.47173771755534,1.17324521117436
0.44,1.4422001416595,1.50266062482139,1.53698616483021
0.441,1.44298450509358,1.4644816940701,1.55319646714112
0.442,1.44007842907506,1.42164692178574,1.54358512080689
0.443,1.43353734824921,1.54048584561514,1.41369445675252
0.444,1.42343286394617,1.48488380494012,1.3918341969721
0.445,1.40985230334614,1.3500283745591,1.33392547799645
0.446,1.39289819374992,1.33913938181568,1.42190969493805
0.447,1.37268765497113,1.41532285975234,1.36778611282891
0.448,1.3493517133277,1.37178625737504,1.36427401653941
0.449,1.32303454115046,1.33965680037102,1.41004145183601
0.45,1.29389262614624,1.30888956536256,1.2585068506007
0.451,1.26209387534638,1.23415125618645,1.23461739486382
0.452,1.22781665873902,1.24679739714585,1.02613537913925
0.453,1.19124879802168,1.29527902961767,1.16690767369694
0.454,1.15258650621808,1.14742606216448,1.1415531666742
0.455,1.11203328417757,1.05375865596792,1.01885245643133
0.456,1.06979878021633,0.955151665401797,0.953786229608378
0.457,1.02609761936435,1.06663286656563,0.994231848569287
0.458,0.981148208850302,0.989415449421003,0.82387254196406
0.459,0.935171526587059,0.954282580521636,0.950542352538087
0.46,0.888389899513001,0.893538772550304,0.654469484828782
0.461,0.841025778697024,0.777651151241086,0.862311006515178
0.462,0.793300518129589,0.854737668789652,0.859884430963888
0.463,0.745433164096722,0.852098718692578,0.787313956743917
0.464,0.697639261969379,0.715856579384374,0.790059021236653
0.465,0.65012968713751,0.674607592609087,0.622286360918252
0.466,0.603109506676728,0.613273592351018,0.613733910796792
0.467,0.556776878156642,0.587978438813841,0.678755699632626
0.468,0.51132199178489,0.499440980230739,0.483231088912028
0.469,0.466926061830608,0.420511191891657,0.535897020921666
0.47,0.423760372987051,0.451903734154614,0.415637432298732
0.471,0.381985387017098,0.378053331709582,0.33833843239639
0.472,0.341749914678962,0.351504013833522,0.323646690074788
0.473,0.303190357554826,0.241124316273314,0.343639777150109
0.474,0.266430024004182,0.314513003269647,0.307792378699956
0.475,0.23157852303897,0.244909210016191,0.0928475032126626
