Time_s,Ground_Truth,Classical_Sensor_Steps_1_2,Quantum_Sensor_Steps_1_2,Classical_w_Env_Step_3,Quantum_w_Env_Step_3,Classical_ADC_SAR_Step_4,Quantum_ADC_DS_Step_4
2.759,-0.646448005031622,-0.572458108507238,-0.737080148295019,-0.550435615195345,-0.695744910700352,0,3.29999999999999
2.76,-0.60878296333082,-0.650630282563911,-0.608801318914361,-0.627419806983792,-0.568675001437988,0,3.29999999999999
2.761,-0.572124210275154,-0.589579559782124,-0.577618679342249,-0.565808179505723,-0.541948344052382,0,3.29999999999999
2.762,-0.536632269819959,-0.526257750540317,-0.453657633109905,-0.501752407545255,-0.41979889661216,0,3.29999999999999
2.763,-0.502456676086096,-0.50877032239875,-0.419525828057247,-0.484459023848454,-0.381070734986185,0,3.29999999999999
2.764,-0.469735175131261,-0.470636892195913,-0.419378947227563,-0.446055100584109,-0.377895071131304,0,3.29999999999999
2.765,-0.438592997955372,-0.39434185886089,-0.435421167464,-0.368732487477476,-0.400796459405928,0,3.29999999999999
2.766,-0.409142208815573,-0.383893740884826,-0.358149476433255,-0.35845573323423,-0.320830277818275,0,3.29999999999999
2.767,-0.381481132495268,-0.397873433312842,-0.33458577373689,-0.374786832575069,-0.297355961144746,0,3.29999999999999
2.768,-0.355693863717928,-0.443970238101188,-0.312659969657885,-0.419970475865612,-0.270515261040955,0,3.29999999999999
2.769,-0.331849861426243,-0.289806110106211,-0.333434357688366,-0.265688750222897,-0.293001552942044,0,3.29999999999999
2.77,-0.310003630160826,-0.312152567449278,-0.313048877622445,7.25862796548795,-0.271324544970142,0,3.29999999999999
2.771,-0.290194490273795,-0.28995811001624,-0.266562768379462,-0.267569510679953,-0.229073544996859,0,3.29999999999999
2.772,-0.272446438204206,-0.179952042535604,-0.316860220840155,-0.154192039372503,-0.273805067657837,0,3.29999999999999
2.773,-0.256768097526534,-0.215228166439676,-0.278431205641479,-0.191167413157186,-0.241773707745704,0,3.29999999999999
2.774,-0.243152760964083,-0.24846248268105,-0.22501285595486,-0.225508431231072,-0.186127332077186,0,3.29999999999999
2.775,-0.231578523038974,-0.217932936504478,-0.290113873343076,-0.191902336683738,-0.252210939660949,0,3.29999999999999
2.776,-0.222008502511468,-0.177267954666758,-0.252090622350375,-0.150830614750205,-0.215093117208897,0,3.29999999999999
2.777,-0.214391153248022,-0.152430026205396,-0.226029320763543,-0.129798684241943,-0.184425909525786,0,3.29999999999999
2.778,-0.208660661651859,-0.263915351180032,-0.277862069899766,-0.239738556749414,-0.239339307813088,0,3.29999999999999
2.779,-0.204737428294392,-0.146190828365454,-0.207891602462412,-0.122041494836871,-0.166249338989242,0,3.29999999999999
2.78,-0.202528630904575,-0.271910544061876,-0.159546183227673,-0.246907409104029,-0.118084528849049,0,3.29999999999999
2.781,-0.201928865408187,-0.219183441960898,-0.222838181631294,-0.193676039212216,-0.18622388711414,0,3.29999999999999
